brand,dma,wave,wave_close_date,attribute,top_two_box_pct,n_respondents
Cheerios,US-MW,FY26Q1,2026-03-15,Relevance,64.3,214
Cheerios,US-MW,FY26Q1,2026-03-15,Quality,74.0,297
Cheerios,US-MW,FY26Q1,2026-03-15,Taste,68.9,231
Cheerios,US-MW,FY26Q1,2026-03-15,Modernity,46.9,231
Cheerios,US-MW,FY26Q2,2026-06-15,Trust,81.9,260
Cheerios,US-MW,FY26Q2,2026-06-15,Relevance,65.0,311
Cheerios,US-MW,FY26Q2,2026-06-15,Quality,74.8,319
Cheerios,US-MW,FY26Q2,2026-06-15,Taste,69.9,189
Cheerios,US-MW,FY26Q2,2026-06-15,Modernity,48.6,228
Cheerios,US-SE,FY25Q1,2025-03-15,Trust,80.5,192
Cheerios,US-SE,FY25Q1,2025-03-15,Relevance,64.9,264
Cheerios,US-SE,FY25Q1,2025-03-15,Quality,74.5,274
Cheerios,US-SE,FY25Q1,2025-03-15,Taste,69.8,282
Cheerios,US-SE,FY25Q1,2025-03-15,Modernity,48.6,278
Cheerios,US-SE,FY25Q2,2025-06-15,Trust,80.6,227
Cheerios,US-SE,FY25Q2,2025-06-15,Relevance,64.0,307
Cheerios,US-SE,FY25Q2,2025-06-15,Quality,74.7,312
Cheerios,US-SE,FY25Q2,2025-06-15,Taste,69.4,201
Cheerios,US-SE,FY25Q2,2025-06-15,Modernity,48.5,200
Cheerios,US-SE,FY25Q3,2025-09-15,Trust,80.8,226
Cheerios,US-SE,FY25Q3,2025-09-15,Relevance,64.1,262
Cheerios,US-SE,FY25Q3,2025-09-15,Quality,74.0,263
Cheerios,US-SE,FY25Q3,2025-09-15,Taste,70.4,258
Cheerios,US-SE,FY25Q3,2025-09-15,Modernity,47.9,289
Cheerios,US-SE,FY25Q4,2025-12-15,Trust,80.2,293
Cheerios,US-SE,FY25Q4,2025-12-15,Relevance,63.6,190
Cheerios,US-SE,FY25Q4,2025-12-15,Quality,75.5,270
Cheerios,US-SE,FY25Q4,2025-12-15,Taste,70.3,291
Cheerios,US-SE,FY25Q4,2025-12-15,Modernity,47.5,194
Cheerios,US-SE,FY26Q1,2026-03-15,Trust,80.0,283
Cheerios,US-SE,FY26Q1,2026-03-15,Relevance,63.7,220
Cheerios,US-SE,FY26Q1,2026-03-15,Quality,76.1,216
Cheerios,US-SE,FY26Q1,2026-03-15,Taste,70.8,292
Cheerios,US-SE,FY26Q1,2026-03-15,Modernity,46.9,197
Cheerios,US-SE,FY26Q2,2026-06-15,Trust,80.4,273
Cheerios,US-SE,FY26Q2,2026-06-15,Relevance,63.7,188
Cheerios,US-SE,FY26Q2,2026-06-15,Quality,75.3,295
Cheerios,US-SE,FY26Q2,2026-06-15,Taste,71.1,275
Cheerios,US-SE,FY26Q2,2026-06-15,Modernity,47.9,199
Cheerios,US-NE,FY25Q1,2025-03-15,Trust,81.2,315
Cheerios,US-NE,FY25Q1,2025-03-15,Relevance,63.7,260
Cheerios,US-NE,FY25Q1,2025-03-15,Quality,75.4,243
Cheerios,US-NE,FY25Q1,2025-03-15,Taste,71.1,186
Cheerios,US-NE,FY25Q1,2025-03-15,Modernity,48.6,307
Cheerios,US-NE,FY25Q2,2025-06-15,Trust,81.0,210
Cheerios,US-NE,FY25Q2,2025-06-15,Relevance,63.4,246
Cheerios,US-NE,FY25Q2,2025-06-15,Quality,75.5,234
Cheerios,US-NE,FY25Q2,2025-06-15,Taste,71.2,253
Cheerios,US-NE,FY25Q2,2025-06-15,Modernity,48.5,305
Cheerios,US-NE,FY25Q3,2025-09-15,Trust,80.3,214
Cheerios,US-NE,FY25Q3,2025-09-15,Relevance,64.8,295
Cheerios,US-NE,FY25Q3,2025-09-15,Quality,74.2,293
Cheerios,US-NE,FY25Q3,2025-09-15,Taste,71.2,261
Cheerios,US-NE,FY25Q3,2025-09-15,Modernity,48.4,196
Cheerios,US-NE,FY25Q4,2025-12-15,Trust,81.1,254
Cheerios,US-NE,FY25Q4,2025-12-15,Relevance,64.9,220
Cheerios,US-NE,FY25Q4,2025-12-15,Quality,75.5,224
Cheerios,US-NE,FY25Q4,2025-12-15,Taste,70.7,310
Cheerios,US-NE,FY25Q4,2025-12-15,Modernity,47.3,231
Cheerios,US-NE,FY26Q1,2026-03-15,Trust,81.7,240
Cheerios,US-NE,FY26Q1,2026-03-15,Relevance,64.7,186
Cheerios,US-NE,FY26Q1,2026-03-15,Quality,74.7,274
Cheerios,US-NE,FY26Q1,2026-03-15,Taste,69.9,213
Cheerios,US-NE,FY26Q1,2026-03-15,Modernity,48.3,202
Cheerios,US-NE,FY26Q2,2026-06-15,Trust,80.0,281
Cheerios,US-NE,FY26Q2,2026-06-15,Relevance,65.2,302
Cheerios,US-NE,FY26Q2,2026-06-15,Quality,75.1,284
Cheerios,US-NE,FY26Q2,2026-06-15,Taste,70.8,198
Cheerios,US-NE,FY26Q2,2026-06-15,Modernity,47.1,261
Simple Truth PL,US-NAT,FY25Q1,2025-03-15,Trust,54.3,295
Simple Truth PL,US-NAT,FY25Q1,2025-03-15,Relevance,57.9,312
Simple Truth PL,US-NAT,FY25Q1,2025-03-15,Quality,55.6,226
Simple Truth PL,US-NAT,FY25Q1,2025-03-15,Taste,58.6,213
Simple Truth PL,US-NAT,FY25Q1,2025-03-15,Modernity,53.8,194
Simple Truth PL,US-NAT,FY25Q2,2025-06-15,Trust,54.8,312
Simple Truth PL,US-NAT,FY25Q2,2025-06-15,Relevance,57.2,222
Simple Truth PL,US-NAT,FY25Q2,2025-06-15,Quality,55.2,237
Simple Truth PL,US-NAT,FY25Q2,2025-06-15,Taste,57.6,312
Simple Truth PL,US-NAT,FY25Q2,2025-06-15,Modernity,54.9,200
Simple Truth PL,US-NAT,FY25Q3,2025-09-15,Trust,53.4,250
Simple Truth PL,US-NAT,FY25Q3,2025-09-15,Relevance,57.1,257
Simple Truth PL,US-NAT,FY25Q3,2025-09-15,Quality,56.3,203
Simple Truth PL,US-NAT,FY25Q3,2025-09-15,Taste,58.0,223
Simple Truth PL,US-NAT,FY25Q3,2025-09-15,Modernity,54.2,219
Simple Truth PL,US-NAT,FY25Q4,2025-12-15,Trust,53.2,266
Simple Truth PL,US-NAT,FY25Q4,2025-12-15,Relevance,58.8,190
Simple Truth PL,US-NAT,FY25Q4,2025-12-15,Quality,56.8,187
Simple Truth PL,US-NAT,FY25Q4,2025-12-15,Taste,57.0,247
Simple Truth PL,US-NAT,FY25Q4,2025-12-15,Modernity,54.4,286
Simple Truth PL,US-NAT,FY26Q1,2026-03-15,Trust,54.3,187
Simple Truth PL,US-NAT,FY26Q1,2026-03-15,Relevance,58.0,319
Simple Truth PL,US-NAT,FY26Q1,2026-03-15,Quality,55.5,257
Simple Truth PL,US-NAT,FY26Q1,2026-03-15,Taste,58.0,283
Simple Truth PL,US-NAT,FY26Q1,2026-03-15,Modernity,53.5,198
Simple Truth PL,US-NAT,FY26Q2,2026-06-15,Trust,54.5,220
Simple Truth PL,US-NAT,FY26Q2,2026-06-15,Relevance,57.9,303
Simple Truth PL,US-NAT,FY26Q2,2026-06-15,Quality,55.9,267
Simple Truth PL,US-NAT,FY26Q2,2026-06-15,Taste,58.3,260
Simple Truth PL,US-NAT,FY26Q2,2026-06-15,Modernity,54.9,261
Simple Truth PL,LA-DMA,FY25Q1,2025-03-15,Trust,54.6,268
Simple Truth PL,LA-DMA,FY25Q1,2025-03-15,Relevance,59.1,213
Simple Truth PL,LA-DMA,FY25Q1,2025-03-15,Quality,56.6,311
Simple Truth PL,LA-DMA,FY25Q1,2025-03-15,Taste,58.1,261
Simple Truth PL,LA-DMA,FY25Q1,2025-03-15,Modernity,53.4,211
Simple Truth PL,LA-DMA,FY25Q2,2025-06-15,Trust,53.4,243
Simple Truth PL,LA-DMA,FY25Q2,2025-06-15,Relevance,57.1,192
Simple Truth PL,LA-DMA,FY25Q2,2025-06-15,Quality,55.5,278
Simple Truth PL,LA-DMA,FY25Q2,2025-06-15,Taste,58.9,287
Simple Truth PL,LA-DMA,FY25Q2,2025-06-15,Modernity,53.4,220
Simple Truth PL,LA-DMA,FY25Q3,2025-09-15,Trust,54.8,260
Simple Truth PL,LA-DMA,FY25Q3,2025-09-15,Relevance,57.3,220
Simple Truth PL,LA-DMA,FY25Q3,2025-09-15,Quality,56.0,311
Simple Truth PL,LA-DMA,FY25Q3,2025-09-15,Taste,57.9,258
Simple Truth PL,LA-DMA,FY25Q3,2025-09-15,Modernity,54.0,203
Simple Truth PL,LA-DMA,FY25Q4,2025-12-15,Trust,55.1,309
Simple Truth PL,LA-DMA,FY25Q4,2025-12-15,Relevance,57.9,241
Simple Truth PL,LA-DMA,FY25Q4,2025-12-15,Quality,55.3,270
Simple Truth PL,LA-DMA,FY25Q4,2025-12-15,Taste,56.9,252
Simple Truth PL,LA-DMA,FY25Q4,2025-12-15,Modernity,54.0,300
Simple Truth PL,LA-DMA,FY26Q1,2026-03-15,Trust,53.5,182
Simple Truth PL,LA-DMA,FY26Q1,2026-03-15,Relevance,58.8,290
Simple Truth PL,LA-DMA,FY26Q1,2026-03-15,Quality,55.1,247
Simple Truth PL,LA-DMA,FY26Q1,2026-03-15,Taste,58.5,283
Simple Truth PL,LA-DMA,FY26Q1,2026-03-15,Modernity,53.7,282
Simple Truth PL,LA-DMA,FY26Q2,2026-06-15,Trust,52.9,229
Simple Truth PL,LA-DMA,FY26Q2,2026-06-15,Relevance,57.7,253
Simple Truth PL,LA-DMA,FY26Q2,2026-06-15,Quality,55.0,309
Simple Truth PL,LA-DMA,FY26Q2,2026-06-15,Taste,57.9,320
Simple Truth PL,LA-DMA,FY26Q2,2026-06-15,Modernity,53.5,210
Simple Truth PL,US-MW,FY25Q1,2025-03-15,Trust,53.1,204
Simple Truth PL,US-MW,FY25Q1,2025-03-15,Relevance,57.7,266
Simple Truth PL,US-MW,FY25Q1,2025-03-15,Quality,56.1,273
Simple Truth PL,US-MW,FY25Q1,2025-03-15,Taste,58.6,230
Simple Truth PL,US-MW,FY25Q1,2025-03-15,Modernity,54.2,282
Simple Truth PL,US-MW,FY25Q2,2025-06-15,Trust,54.0,191
Simple Truth PL,US-MW,FY25Q2,2025-06-15,Relevance,56.9,265
Simple Truth PL,US-MW,FY25Q2,2025-06-15,Quality,56.7,312
Simple Truth PL,US-MW,FY25Q2,2025-06-15,Taste,57.9,311
Simple Truth PL,US-MW,FY25Q2,2025-06-15,Modernity,53.1,261
Simple Truth PL,US-MW,FY25Q3,2025-09-15,Trust,53.2,256
Simple Truth PL,US-MW,FY25Q3,2025-09-15,Relevance,58.2,309
Simple Truth PL,US-MW,FY25Q3,2025-09-15,Quality,56.8,316
Simple Truth PL,US-MW,FY25Q3,2025-09-15,Taste,58.0,256
Simple Truth PL,US-MW,FY25Q3,2025-09-15,Modernity,53.9,184
Simple Truth PL,US-MW,FY25Q4,2025-12-15,Trust,53.7,208
Simple Truth PL,US-MW,FY25Q4,2025-12-15,Relevance,59.2,258
Simple Truth PL,US-MW,FY25Q4,2025-12-15,Quality,56.7,186
Simple Truth PL,US-MW,FY25Q4,2025-12-15,Taste,58.2,247
Simple Truth PL,US-MW,FY25Q4,2025-12-15,Modernity,55.1,238
Simple Truth PL,US-MW,FY26Q1,2026-03-15,Trust,54.5,302
Simple Truth PL,US-MW,FY26Q1,2026-03-15,Relevance,57.2,277
Simple Truth PL,US-MW,FY26Q1,2026-03-15,Quality,55.2,242
Simple Truth PL,US-MW,FY26Q1,2026-03-15,Taste,56.9,208
Simple Truth PL,US-MW,FY26Q1,2026-03-15,Modernity,53.3,292
Simple Truth PL,US-MW,FY26Q2,2026-06-15,Trust,53.6,218
Simple Truth PL,US-MW,FY26Q2,2026-06-15,Relevance,57.8,232
Simple Truth PL,US-MW,FY26Q2,2026-06-15,Quality,55.8,300
Simple Truth PL,US-MW,FY26Q2,2026-06-15,Taste,58.9,195
Simple Truth PL,US-MW,FY26Q2,2026-06-15,Modernity,54.5,312
Simple Truth PL,US-SE,FY25Q1,2025-03-15,Trust,53.3,263
Simple Truth PL,US-SE,FY25Q1,2025-03-15,Relevance,59.2,302
Simple Truth PL,US-SE,FY25Q1,2025-03-15,Quality,56.1,260
Simple Truth PL,US-SE,FY25Q1,2025-03-15,Taste,59.1,297
Simple Truth PL,US-SE,FY25Q1,2025-03-15,Modernity,55.0,267
Simple Truth PL,US-SE,FY25Q2,2025-06-15,Trust,54.1,247
Simple Truth PL,US-SE,FY25Q2,2025-06-15,Relevance,58.3,229
Simple Truth PL,US-SE,FY25Q2,2025-06-15,Quality,57.1,251
Simple Truth PL,US-SE,FY25Q2,2025-06-15,Taste,58.1,237
Simple Truth PL,US-SE,FY25Q2,2025-06-15,Modernity,55.1,256
Simple Truth PL,US-SE,FY25Q3,2025-09-15,Trust,54.7,233
Simple Truth PL,US-SE,FY25Q3,2025-09-15,Relevance,58.5,305
Simple Truth PL,US-SE,FY25Q3,2025-09-15,Quality,55.6,269
Simple Truth PL,US-SE,FY25Q3,2025-09-15,Taste,58.1,250
Simple Truth PL,US-SE,FY25Q3,2025-09-15,Modernity,53.5,319
Simple Truth PL,US-SE,FY25Q4,2025-12-15,Trust,53.7,281
Simple Truth PL,US-SE,FY25Q4,2025-12-15,Relevance,58.8,217
Simple Truth PL,US-SE,FY25Q4,2025-12-15,Quality,55.5,253
Simple Truth PL,US-SE,FY25Q4,2025-12-15,Taste,59.1,200
Simple Truth PL,US-SE,FY25Q4,2025-12-15,Modernity,53.6,293
Simple Truth PL,US-SE,FY26Q1,2026-03-15,Trust,54.4,302
Simple Truth PL,US-SE,FY26Q1,2026-03-15,Relevance,57.3,317
Simple Truth PL,US-SE,FY26Q1,2026-03-15,Quality,55.5,249
Simple Truth PL,US-SE,FY26Q1,2026-03-15,Taste,57.1,241
Simple Truth PL,US-SE,FY26Q1,2026-03-15,Modernity,53.4,315
Simple Truth PL,US-SE,FY26Q2,2026-06-15,Trust,53.3,239
Simple Truth PL,US-SE,FY26Q2,2026-06-15,Relevance,56.9,285
Simple Truth PL,US-SE,FY26Q2,2026-06-15,Quality,55.6,300
Simple Truth PL,US-SE,FY26Q2,2026-06-15,Taste,57.0,215
Simple Truth PL,US-SE,FY26Q2,2026-06-15,Modernity,52.8,320
Simple Truth PL,US-NE,FY25Q1,2025-03-15,Trust,55.1,220
Simple Truth PL,US-NE,FY25Q1,2025-03-15,Relevance,57.8,301
Simple Truth PL,US-NE,FY25Q1,2025-03-15,Quality,55.9,231
Simple Truth PL,US-NE,FY25Q1,2025-03-15,Taste,58.6,253
Simple Truth PL,US-NE,FY25Q1,2025-03-15,Modernity,53.6,195
Simple Truth PL,US-NE,FY25Q2,2025-06-15,Trust,55.0,202
Simple Truth PL,US-NE,FY25Q2,2025-06-15,Relevance,58.4,239
Simple Truth PL,US-NE,FY25Q2,2025-06-15,Quality,56.1,189
Simple Truth PL,US-NE,FY25Q2,2025-06-15,Taste,59.0,224
Simple Truth PL,US-NE,FY25Q2,2025-06-15,Modernity,53.8,225
Simple Truth PL,US-NE,FY25Q3,2025-09-15,Trust,55.0,189
Simple Truth PL,US-NE,FY25Q3,2025-09-15,Relevance,59.2,281
Simple Truth PL,US-NE,FY25Q3,2025-09-15,Quality,56.7,227
Simple Truth PL,US-NE,FY25Q3,2025-09-15,Taste,59.0,254
Simple Truth PL,US-NE,FY25Q3,2025-09-15,Modernity,54.9,182
Simple Truth PL,US-NE,FY25Q4,2025-12-15,Trust,53.5,207
Simple Truth PL,US-NE,FY25Q4,2025-12-15,Relevance,59.0,265
Simple Truth PL,US-NE,FY25Q4,2025-12-15,Quality,55.5,319
Simple Truth PL,US-NE,FY25Q4,2025-12-15,Taste,58.1,214
Simple Truth PL,US-NE,FY25Q4,2025-12-15,Modernity,54.8,299
Simple Truth PL,US-NE,FY26Q1,2026-03-15,Trust,53.5,208
Simple Truth PL,US-NE,FY26Q1,2026-03-15,Relevance,57.6,297
Simple Truth PL,US-NE,FY26Q1,2026-03-15,Quality,56.4,227
Simple Truth PL,US-NE,FY26Q1,2026-03-15,Taste,56.8,266
Simple Truth PL,US-NE,FY26Q1,2026-03-15,Modernity,54.7,229
Simple Truth PL,US-NE,FY26Q2,2026-06-15,Trust,53.2,283
Simple Truth PL,US-NE,FY26Q2,2026-06-15,Relevance,58.8,311
Simple Truth PL,US-NE,FY26Q2,2026-06-15,Quality,55.6,282
Simple Truth PL,US-NE,FY26Q2,2026-06-15,Taste,58.4,227
Simple Truth PL,US-NE,FY26Q2,2026-06-15,Modernity,55.2,302
